repo,issue_1_number,issue_1_text,issue_2_number,issue_2_text,is_duplicate
OpenLake/canonforces,114,"[HACKTOBERFEST] Style: Improvement of font size ,spacing and structure of upcoming contests
## ✨ Current Style Issue
<!-- Example: ""The navbar text feels too small on mobile"" -->
**Problem:** Inconsistent spacing and display of contests 

**Location:** /pages/contests-list.tsx ,

---

## 💡 Proposed Style Changes
<!-- Clearly describe what you want to improve -->
**Suggested Changes:** Reduce the font size of the heading and make a flexible display of contests (not in a single column) and make the spacing consistent 
**Technical Notes:** [Tailwind classes, JSX components, responsive breakpoints, CSS variables]

<img width=""1964"" height=""1329"" alt=""Image"" src=""https://github.com/user-attachments/assets/0fac4677-77fe-4803-904b-d52f1e1feb51"" />

---



## 📐 Mockups & Visual References
<!-- Add visuals if possible -->
- [ ] Attach a screenshot  after desired changes
---


## 🛠️ Implementation Details
<!-- Technical considerations for implementation -->
- **Complexity:** [Simple]
- **Files to Modify:** [ /pages/contests-list.tsx, /styles/contestsList, /common/components/UpcomingContests/UpcomingContests.tsx]
---

## 💬 Community & Support
Need help discussing design ideas or want to collaborate on the design?  
Join our Discord 👉 [CanonForces Discord](https://discord.gg/4YnYtVeF)

---

**💡 Tip:** Great design improves user experience and makes the app more professional!",100,"[HACKTOBERFEST]: Replace 3D character asset on ""Problem of the Day"" page
### Overview

The current 3D character model on the ""Problem of the Day"" page (see screenshot) feels to be cut from top and could be improved to better match the site's overall aesthetic., so you can generate the same with full and replace the PNG,  or you can replace it with better pose for our mascot

### Suggested Change

We should replace this 3D model with a more polished or theme-appropriate graphic.

Some potential alternatives:
* A cleaner 2D vector illustration (SVG).
* A different, more stylized 3D model.
* An icon that represents ""thinking"" or ""challenge.""

### Current Implementation

<img width=""1581"" height=""863"" alt=""Image"" src=""https://github.com/user-attachments/assets/717a151e-3da8-4188-88e0-43eea056b1a8"" />",
OpenLake/canonforces,114,"[HACKTOBERFEST] Style: Improvement of font size ,spacing and structure of upcoming contests
## ✨ Current Style Issue
<!-- Example: ""The navbar text feels too small on mobile"" -->
**Problem:** Inconsistent spacing and display of contests 

**Location:** /pages/contests-list.tsx ,

---

## 💡 Proposed Style Changes
<!-- Clearly describe what you want to improve -->
**Suggested Changes:** Reduce the font size of the heading and make a flexible display of contests (not in a single column) and make the spacing consistent 
**Technical Notes:** [Tailwind classes, JSX components, responsive breakpoints, CSS variables]

<img width=""1964"" height=""1329"" alt=""Image"" src=""https://github.com/user-attachments/assets/0fac4677-77fe-4803-904b-d52f1e1feb51"" />

---



## 📐 Mockups & Visual References
<!-- Add visuals if possible -->
- [ ] Attach a screenshot  after desired changes
---


## 🛠️ Implementation Details
<!-- Technical considerations for implementation -->
- **Complexity:** [Simple]
- **Files to Modify:** [ /pages/contests-list.tsx, /styles/contestsList, /common/components/UpcomingContests/UpcomingContests.tsx]
---

## 💬 Community & Support
Need help discussing design ideas or want to collaborate on the design?  
Join our Discord 👉 [CanonForces Discord](https://discord.gg/4YnYtVeF)

---

**💡 Tip:** Great design improves user experience and makes the app more professional!",99,"[HACKTOBERFEST] Feature: Manage and Display POTD Solvers Day-Wise
## ✨ Feature: Manage and Display POTD Solvers Day-Wise

### 📌 Overview
We want to add functionality that tracks and displays **users who solved the Problem of the Day (POTD)** on a day-wise basis.  
Currently, POTD is fetched correctly, but there’s no system to maintain or visualize who solved each day’s challenge. (For now you can just add checkbox beside question which if user checks then will consider he has solved the POTD)

This feature aims to:
- Store daily solvers for each POTD
- Display the list of solvers dynamically on the POTD page
- Lay the groundwork for future features like streaks, coins, and badges

---

### 🧠 Expected Flow
1. When a user **successfully solves** the POTD:
   - Add their name, UID, and timestamp to a Firestore document for that day.  
   - Example:
     ```
     /potd_submissions/{date}
       solvers: [
         { uid, username, solvedAt }
       ]
     ```
2. On the POTD page, fetch and render the list of solvers (with real-time updates using `onSnapshot`).
3. Optional: Sort solvers by timestamp so early solvers appear first (like a mini leaderboard).

---

### 🔧 Tech Stack
- **Frontend:** Next.js + Firebase SDK  
- **Database:** Firestore  
- **Realtime Updates:** Firestore onSnapshot  

---

### 💡 Example UI Enhancement
Under the existing “First Solvers Today” section:
```tsx
{solvers.map((solver, i) => (
  <li key={solver.uid}>
    🏅 {i + 1}. {solver.username}
  </li>
))}",
OpenLake/canonforces,114,"[HACKTOBERFEST] Style: Improvement of font size ,spacing and structure of upcoming contests
## ✨ Current Style Issue
<!-- Example: ""The navbar text feels too small on mobile"" -->
**Problem:** Inconsistent spacing and display of contests 

**Location:** /pages/contests-list.tsx ,

---

## 💡 Proposed Style Changes
<!-- Clearly describe what you want to improve -->
**Suggested Changes:** Reduce the font size of the heading and make a flexible display of contests (not in a single column) and make the spacing consistent 
**Technical Notes:** [Tailwind classes, JSX components, responsive breakpoints, CSS variables]

<img width=""1964"" height=""1329"" alt=""Image"" src=""https://github.com/user-attachments/assets/0fac4677-77fe-4803-904b-d52f1e1feb51"" />

---



## 📐 Mockups & Visual References
<!-- Add visuals if possible -->
- [ ] Attach a screenshot  after desired changes
---


## 🛠️ Implementation Details
<!-- Technical considerations for implementation -->
- **Complexity:** [Simple]
- **Files to Modify:** [ /pages/contests-list.tsx, /styles/contestsList, /common/components/UpcomingContests/UpcomingContests.tsx]
---

## 💬 Community & Support
Need help discussing design ideas or want to collaborate on the design?  
Join our Discord 👉 [CanonForces Discord](https://discord.gg/4YnYtVeF)

---

**💡 Tip:** Great design improves user experience and makes the app more professional!",92,"[HACKTOBERFEST]  Help Wanted: Contribute New Problems to Our Question Bank!
# 🧩 Contribute Competitive Programming Problems

## 📘 Description
We are looking to **expand our collection of competitive programming problems** to provide more practice opportunities for our users.  
This is a great opportunity for anyone to contribute — **no matter your experience level!**

Your task is simple: **add new problems** to our database file following the given format.

---

## 🚀 How to Contribute

### 1. 🔍 Find a Problem
Find an interesting programming problem from any competitive programming platform (like **Codeforces**, **LeetCode**, **AtCoder**, **GeeksforGeeks**, etc.) that you'd like to add.

---

### 2. 📂 Navigate to the File
All our problems are stored in:

src/constants/problems.tsx


---

### 3. 🧱 Understand the Format

Problems are stored in a `ProblemsMap` object, grouped by **difficulty rating** (e.g., `""800""`, `""1200""`, etc.).  
Each problem entry must follow the `Problem` interface:

```ts
export interface Problem {
  id: string;             // Unique ID, e.g., ""p800-2""
  title: string;          // Problem title, e.g., ""A. Halloumi Boxes""
  description: string;    // The problem statement.
  input_format: string;   // Description of the input.
  output_format: string;  // Description of the output.
  test_case: string;      // A sample test case with multiple inputs.
  answer: string;         // The corresponding answers for the test case.
  solved: boolean;        // Should always be `false`.
}
```
## 4. 🧩 Add Your Problem

Choose the difficulty level (e.g., ""800"", ""1000"", etc.).
If it doesn’t exist, create a new key for it in the object.

Copy the template below and fill in your problem details.

🧠 Problem Template
```
{
  ""id"": ""p<difficulty>-<unique_number>"",
  ""title"": ""<Problem Title>"",
  ""description"": ""<Problem Description>"",
  ""input_format"": ""<Input Format Description>"",
  ""output_format"": ""<Output Format Description>"",
  ""test_case"": ""<Sample Test Cases>"",
  ""answer"": ""<Corresponding Answers>"",
  ""solved"": false
}
```
## 5. 🧾 Example

If you’re adding a problem with a difficulty of 1000, your file should look like this:

// src/constants/problems.tsx

```
export const problem: ProblemsMap = {
  '800': [
    // ... existing 800-level problems
  ],
  '1000': [
    {
      ""id"": ""p1000-1"",
      ""title"": ""B. Example Problem"",
      ""description"": ""This is an example problem description."",
      ""input_format"": ""The first line contains..."",
      ""output_format"": ""For each test case, print..."",
      ""test_case"": ""2\n5\n1 2 3 4 5"",
      ""answer"": ""YES\nNO"",
      ""solved"": false
    }
    // You can add more problems here
  ]
  // ... other difficulties
};
```
## 6. 🪄 Create a Pull Request

Once you’ve added your problems:

Commit your changes with a descriptive message (e.g., Added new problem at difficulty 1000).

Submit a Pull Request (PR).

Our team will review it and merge it once it meets the format.

### 💡 Notes

-> Please ensure unique IDs for each problem (p<difficulty>-<number>).
-> Single PR would only be accepted if it contributes atleast 5 problems
-> Keep problem statements concise but clear.
-> Do not modify existing problems unless fixing typos or formatting.
-> Multiple problem additions in a single PR are welcome!

Thank you for helping us make CanonForces a better platform for everyone! 💙
Your contributions make a real impact on our community.


---

Would you like me to make this Markdown styled for a **GitHub Issue Template** (with checkboxes, emoji headers, etc.) too?",
OpenLake/canonforces,114,"[HACKTOBERFEST] Style: Improvement of font size ,spacing and structure of upcoming contests
## ✨ Current Style Issue
<!-- Example: ""The navbar text feels too small on mobile"" -->
**Problem:** Inconsistent spacing and display of contests 

**Location:** /pages/contests-list.tsx ,

---

## 💡 Proposed Style Changes
<!-- Clearly describe what you want to improve -->
**Suggested Changes:** Reduce the font size of the heading and make a flexible display of contests (not in a single column) and make the spacing consistent 
**Technical Notes:** [Tailwind classes, JSX components, responsive breakpoints, CSS variables]

<img width=""1964"" height=""1329"" alt=""Image"" src=""https://github.com/user-attachments/assets/0fac4677-77fe-4803-904b-d52f1e1feb51"" />

---



## 📐 Mockups & Visual References
<!-- Add visuals if possible -->
- [ ] Attach a screenshot  after desired changes
---


## 🛠️ Implementation Details
<!-- Technical considerations for implementation -->
- **Complexity:** [Simple]
- **Files to Modify:** [ /pages/contests-list.tsx, /styles/contestsList, /common/components/UpcomingContests/UpcomingContests.tsx]
---

## 💬 Community & Support
Need help discussing design ideas or want to collaborate on the design?  
Join our Discord 👉 [CanonForces Discord](https://discord.gg/4YnYtVeF)

---

**💡 Tip:** Great design improves user experience and makes the app more professional!",87,"[HACKTOBERFEST] fix(UI): Properly render inline code backticks in problem descriptions
## 📝 Overview

The problem descriptions fetched from our database use markdown-style backticks (`) to denote variables and inline code snippets ). Currently, these backticks are being rendered as plain text in the UI instead of being parsed into styled code elements.

This negatively affects readability and gives an unpolished look to the ""Problem of the Day"" component and the main problem-solving page.


As seen in the screenshots, the raw backticks are visible to the user.

**Problem of the Day View:**

<img width=""50%"" alt=""Image"" src=""https://github.com/user-attachments/assets/e9b83ee4-6ebc-45af-99c3-8b4d654fd2ca"" />

**Problem Page View:**

<img width=""50%"" alt=""Image"" src=""https://github.com/user-attachments/assets/9d6fdfbd-6260-4b3e-89f9-8f37e19bb604"" />

## ✨ Acceptance Criteria

-   [ ] A single, reusable utility function (e.g., `formatDescription(text: string)`) must be created to handle the text formatting.
-   [ ] This function should accept a string and use a regular expression to find all instances of text enclosed in single backticks (e.g., `` `n` ``).
-   [ ] It must replace each instance with a proper HTML element, such as `<code>n</code>`.
-   [ ] The **Problem of the Day** component must use this utility function to process the description before rendering it.
-   [ ] The **Problem** component on the main code editor page must also use this function to process its description.
-   [ ] The final output on both pages should display the text without backticks, styled as inline code (typically a monospaced font with a light grey background).

## 🛠️ Implementation Notes

-   The utility function can use a regular expression like ``/`([^`]+)`/g`` to find and capture the content within the backticks.
-   To render the resulting HTML string in React, you will need to use the `dangerouslySetInnerHTML` prop on the container element.
    ```jsx
    <p dangerouslySetInnerHTML={{ __html: formattedDescription }} />
    ```
-   **Security:** Since the problem descriptions are from a trusted internal database, using `dangerouslySetInnerHTML` is acceptable in this context. Ensure no user-generated content is ever passed through this function without sanitization.",
OpenLake/canonforces,114,"[HACKTOBERFEST] Style: Improvement of font size ,spacing and structure of upcoming contests
## ✨ Current Style Issue
<!-- Example: ""The navbar text feels too small on mobile"" -->
**Problem:** Inconsistent spacing and display of contests 

**Location:** /pages/contests-list.tsx ,

---

## 💡 Proposed Style Changes
<!-- Clearly describe what you want to improve -->
**Suggested Changes:** Reduce the font size of the heading and make a flexible display of contests (not in a single column) and make the spacing consistent 
**Technical Notes:** [Tailwind classes, JSX components, responsive breakpoints, CSS variables]

<img width=""1964"" height=""1329"" alt=""Image"" src=""https://github.com/user-attachments/assets/0fac4677-77fe-4803-904b-d52f1e1feb51"" />

---



## 📐 Mockups & Visual References
<!-- Add visuals if possible -->
- [ ] Attach a screenshot  after desired changes
---


## 🛠️ Implementation Details
<!-- Technical considerations for implementation -->
- **Complexity:** [Simple]
- **Files to Modify:** [ /pages/contests-list.tsx, /styles/contestsList, /common/components/UpcomingContests/UpcomingContests.tsx]
---

## 💬 Community & Support
Need help discussing design ideas or want to collaborate on the design?  
Join our Discord 👉 [CanonForces Discord](https://discord.gg/4YnYtVeF)

---

**💡 Tip:** Great design improves user experience and makes the app more professional!",86,"[HACKTOBERFEST] Feat: Implement real-time user search page
## 📝 Overview

The search bar in the main header is currently non-functional. This issue proposes implementing a dedicated, full-screen search experience to allow users to find other people on the platform in real-time.

Clicking the search bar will navigate to a new `/search` route, which will provide an immersive interface focused solely on searching and displaying user results.

<img width=""70%"" alt=""Image"" src=""https://github.com/user-attachments/assets/cf35f95f-a88b-4e14-8d01-2c427d2d0b2b"" />

## ✨ Acceptance Criteria

### 1. Navigation and Page Layout
-   [ ] Clicking the main search bar in the header should navigate the user to a new `/search` page.
-   [ ] The `/search` page should display a prominent search input bar at the top, which is focused automatically upon page load.
-   [ ] The main content area below the search bar should initially be blank or display a simple prompt like ""Search for users by name or username.""

### 2. Real-Time Search Functionality
-   [ ] As the user types into the search input, the application should query the user database in real-time.
-   [ ] To optimize performance, the search query should be **debounced** (e.g., trigger after the user stops typing for 300-500ms).
-   [ ] The search should match against both the user's **full name** and their **username**.

### 3. Displaying Results
-   [ ] Search results should be displayed as a list of user cards below the search bar as they are fetched.
-   [ ] Each result item should be a reusable component that displays the user's:
    -   Profile Picture
    -   Full Name
    -   Username (e.g., `@handle`)
-   [ ] If a search query yields no results, a clear message like ""No users found for '[query]'"" should be displayed.
-   [ ] Clicking on any user card in the search results should navigate to that user's public profile page (e.g., `/user/:userId`).

## 🎨 UI/UX Considerations
-   A loading indicator (e.g., a spinner or skeleton loader) should be visible while the search query is in progress.
-   The transition to the `/search` page should be smooth.
-   The user result cards should be visually consistent with the existing `UserSuggestionCard` component.

## 🛠️ Technical Notes
-   A new page component will need to be created at `pages/search.tsx`.
-   Implement a **debouncing** custom hook or use a library like `use-debounce` to manage the search input and prevent excessive API calls.
-   A new Firestore query function is needed. Since Firestore has limitations with partial text search, the query might need to check for a `startsWith` condition on the username or name fields. For a more robust solution, a third-party search service like **Algolia** could be considered in the future.",
OpenLake/canonforces,114,"[HACKTOBERFEST] Style: Improvement of font size ,spacing and structure of upcoming contests
## ✨ Current Style Issue
<!-- Example: ""The navbar text feels too small on mobile"" -->
**Problem:** Inconsistent spacing and display of contests 

**Location:** /pages/contests-list.tsx ,

---

## 💡 Proposed Style Changes
<!-- Clearly describe what you want to improve -->
**Suggested Changes:** Reduce the font size of the heading and make a flexible display of contests (not in a single column) and make the spacing consistent 
**Technical Notes:** [Tailwind classes, JSX components, responsive breakpoints, CSS variables]

<img width=""1964"" height=""1329"" alt=""Image"" src=""https://github.com/user-attachments/assets/0fac4677-77fe-4803-904b-d52f1e1feb51"" />

---



## 📐 Mockups & Visual References
<!-- Add visuals if possible -->
- [ ] Attach a screenshot  after desired changes
---


## 🛠️ Implementation Details
<!-- Technical considerations for implementation -->
- **Complexity:** [Simple]
- **Files to Modify:** [ /pages/contests-list.tsx, /styles/contestsList, /common/components/UpcomingContests/UpcomingContests.tsx]
---

## 💬 Community & Support
Need help discussing design ideas or want to collaborate on the design?  
Join our Discord 👉 [CanonForces Discord](https://discord.gg/4YnYtVeF)

---

**💡 Tip:** Great design improves user experience and makes the app more professional!",85,"[HACKTOBERFEST] Replace Messages in sidebar with a Contests section (move upcoming contests to that)
## 📝 Overview

This issue proposes replacing the ""Messages"" section in the main sidebar with a more functional and relevant ""Contests"" section. The goal is to centralize all contest-related features into a single, dedicated page, improving user navigation and adding value by including contest solutions.


So our Homepage already contains upcoming contests so move it to that section and also add section for solutions for recent CodeForces  contests solutions (will be implemented later)

## ✨ Acceptance Criteria

### 1. Sidebar Navigation Changes
-   [ ] Remove the ""Messages"" link and icon from the primary sidebar.
-   [ ] Add a new ""Contests"" link and icon to the sidebar.
-   [ ] Clicking ""Contests"" should navigate the user to a new `/contests` page.

### 2. New `/contests` Page (or replace mesage one)
-   [ ] Create a new page accessible at the `/contests` route.
-   [ ] The page should have a clear title, such as ""Contests"".

### 3. ""Upcoming Contests"" Section
-   [ ] Move or replicate the existing ""Upcoming Contests"" component from the homepage to the new `/contests` page.
-   [ ] This section should display a list of upcoming contests fetched from the Codeforces API (already implemented in homepage)

### 4. ""Recent Contest Solutions"" Section (New Feature)
-   [ ] Below the upcoming contests, add a new section titled ""Recent Contest Solutions"" or ""Contest Editorials"".
-   [ ] This section should list the 5-10 most recent official Codeforces contests.
-   [ ] Each contest in the list should be clickable.
-   [ ] Clicking on a contest should lead to a view showing its problems, with links to official editorials or user-submitted solutions.

## 🎨 UI/UX Considerations
-   The new `/contests` page should maintain the existing visual style and theme of the application.
-   The layout should be intuitive, likely with ""Upcoming Contests"" displayed first, followed by the ""Recent Contest Solutions"".
-   Consider adding loading states while fetching data from the Codeforces API.

## 🛠️ Technical Notes
-   A new route and corresponding component (`/pages/contests.tsx`) will need to be created.
-   The `contest.list` endpoint from the Codeforces API can be used for both upcoming and recent contests (by filtering the response).
-   A new service function may be needed to fetch contest problems and their associated solutions/editorials.",
OpenLake/canonforces,114,"[HACKTOBERFEST] Style: Improvement of font size ,spacing and structure of upcoming contests
## ✨ Current Style Issue
<!-- Example: ""The navbar text feels too small on mobile"" -->
**Problem:** Inconsistent spacing and display of contests 

**Location:** /pages/contests-list.tsx ,

---

## 💡 Proposed Style Changes
<!-- Clearly describe what you want to improve -->
**Suggested Changes:** Reduce the font size of the heading and make a flexible display of contests (not in a single column) and make the spacing consistent 
**Technical Notes:** [Tailwind classes, JSX components, responsive breakpoints, CSS variables]

<img width=""1964"" height=""1329"" alt=""Image"" src=""https://github.com/user-attachments/assets/0fac4677-77fe-4803-904b-d52f1e1feb51"" />

---



## 📐 Mockups & Visual References
<!-- Add visuals if possible -->
- [ ] Attach a screenshot  after desired changes
---


## 🛠️ Implementation Details
<!-- Technical considerations for implementation -->
- **Complexity:** [Simple]
- **Files to Modify:** [ /pages/contests-list.tsx, /styles/contestsList, /common/components/UpcomingContests/UpcomingContests.tsx]
---

## 💬 Community & Support
Need help discussing design ideas or want to collaborate on the design?  
Join our Discord 👉 [CanonForces Discord](https://discord.gg/4YnYtVeF)

---

**💡 Tip:** Great design improves user experience and makes the app more professional!",82,"[HACKTOBERFEST]  Feat: Add dark mode toggle/theme support to CanonForces
## ✨ Feature Request: Dark Mode

### 🔍 Current Behavior
CanonForces currently only has a **light theme** UI.  
Users who prefer dark mode (for accessibility or comfort) don’t have the option to switch.

---

### ✅ Expected Behavior
- Add **dark mode support** across the app (pages, components, dashboard, editor).  
- Provide a **toggle (🌞 / 🌙)** in the navbar or settings.  
- Persist theme preference (localStorage or system preference).  

---

### 🛠️ Tech Notes
- Use **TailwindCSS dark mode** (`dark:` variants).  
- Integrate with **ShadCN UI Theme Provider** if possible.  
- Ensure **Monaco Editor** and charts respect the theme.  

---

### 🎯 Acceptance Criteria
- [ ] Dark mode toggle visible in navbar/settings.  
- [ ] Tailwind dark styles applied consistently.  
- [ ] Preference saved & restored on reload.  
- [ ] Editor/Charts adapt to theme.  

---

### 💬 Community & Support
Need guidance?  
Discuss in our Discord 👉 [CanonForces Discord](https://discord.gg/4YnYtVeF)

---",
OpenLake/canonforces,114,"[HACKTOBERFEST] Style: Improvement of font size ,spacing and structure of upcoming contests
## ✨ Current Style Issue
<!-- Example: ""The navbar text feels too small on mobile"" -->
**Problem:** Inconsistent spacing and display of contests 

**Location:** /pages/contests-list.tsx ,

---

## 💡 Proposed Style Changes
<!-- Clearly describe what you want to improve -->
**Suggested Changes:** Reduce the font size of the heading and make a flexible display of contests (not in a single column) and make the spacing consistent 
**Technical Notes:** [Tailwind classes, JSX components, responsive breakpoints, CSS variables]

<img width=""1964"" height=""1329"" alt=""Image"" src=""https://github.com/user-attachments/assets/0fac4677-77fe-4803-904b-d52f1e1feb51"" />

---



## 📐 Mockups & Visual References
<!-- Add visuals if possible -->
- [ ] Attach a screenshot  after desired changes
---


## 🛠️ Implementation Details
<!-- Technical considerations for implementation -->
- **Complexity:** [Simple]
- **Files to Modify:** [ /pages/contests-list.tsx, /styles/contestsList, /common/components/UpcomingContests/UpcomingContests.tsx]
---

## 💬 Community & Support
Need help discussing design ideas or want to collaborate on the design?  
Join our Discord 👉 [CanonForces Discord](https://discord.gg/4YnYtVeF)

---

**💡 Tip:** Great design improves user experience and makes the app more professional!",77,"[HACKTOBERFEST] Style: Profile Page UI Redesign
# 🎨 UI/UX Improvement: Profile Page Redesign

## 📌 Description
The current **Profile Page UI** feels empty and unbalanced. Important user information (solved problems, followers, ratings) does not stand out, and there is excessive whitespace.  

### Current Issues:
- Stats (Solved, Followers, Following) are plain text and not visually highlighted.  
- Codeforces info is shown in a basic list format → lacks hierarchy.  
- Right-side illustration feels disconnected and does not add value.  
- Too much blank space makes the profile look unfinished.  

## ✅ Expected Improvements
- Enhance **profile header**: show cover/banner, profile picture, name, username more prominently.  
- Display **stats (Solved, Followers, Following, Ratings)** in styled cards or badges.  
- Redesign **Codeforces data** (rank, rating, max rating) → maybe with progress bars or colored badges matching Codeforces tiers.  
- Better alignment of right-side illustration, or replace it with something more functional (e.g., activity chart, recent submissions).  
- Add subtle **background styling** or separators to avoid the ""empty"" feel.  

## 📂 References / Inspiration
- LeetCode profile design  
- Codeforces profile sections  
- GitHub profile layout  

## 🧩 Impact
- Makes the **profile page more engaging**  
- Highlights achievements and encourages user motivation  
- Improves overall **UI/UX consistency** across Canonforces",
OpenLake/canonforces,114,"[HACKTOBERFEST] Style: Improvement of font size ,spacing and structure of upcoming contests
## ✨ Current Style Issue
<!-- Example: ""The navbar text feels too small on mobile"" -->
**Problem:** Inconsistent spacing and display of contests 

**Location:** /pages/contests-list.tsx ,

---

## 💡 Proposed Style Changes
<!-- Clearly describe what you want to improve -->
**Suggested Changes:** Reduce the font size of the heading and make a flexible display of contests (not in a single column) and make the spacing consistent 
**Technical Notes:** [Tailwind classes, JSX components, responsive breakpoints, CSS variables]

<img width=""1964"" height=""1329"" alt=""Image"" src=""https://github.com/user-attachments/assets/0fac4677-77fe-4803-904b-d52f1e1feb51"" />

---



## 📐 Mockups & Visual References
<!-- Add visuals if possible -->
- [ ] Attach a screenshot  after desired changes
---


## 🛠️ Implementation Details
<!-- Technical considerations for implementation -->
- **Complexity:** [Simple]
- **Files to Modify:** [ /pages/contests-list.tsx, /styles/contestsList, /common/components/UpcomingContests/UpcomingContests.tsx]
---

## 💬 Community & Support
Need help discussing design ideas or want to collaborate on the design?  
Join our Discord 👉 [CanonForces Discord](https://discord.gg/4YnYtVeF)

---

**💡 Tip:** Great design improves user experience and makes the app more professional!",73,"[HACKTOBERFEST] Bug: Contest Timestamps are Not Converted to Local Time (IST)
# [Bug] Contest Timestamps are Not Converted to Local Time

### Description

The ""Upcoming Contests"" component appears to be displaying all contest times in a single, default timezone (likely UTC) instead of converting them to the user's local timezone. This causes the displayed times to be incorrect for users in different parts of the world.

### Current Behavior

- The contest times are displayed in a static, non-local timezone.
- For a user in Indian Standard Time (IST), the displayed times are incorrect and do not match their local time.
- **Example:** A contest listed with an afternoon time in the UI may actually be scheduled for the evening in the user's local timezone, but the UI does not reflect this conversion.

<img width=""1204"" height=""834"" alt=""Image"" src=""https://github.com/user-attachments/assets/c89b1191-6227-4766-bfd6-b9fb6e4ab7e7"" />

### Expected Behavior

- The application should detect the user's local timezone from their browser or system settings.
- All contest timestamps should be automatically converted from their source timezone to the user's local timezone before being displayed.
- **Example:** The time shown for each contest should accurately reflect when the event will start in the user's current location.

### Steps to Reproduce

1.  Set your computer's timezone to one that is different from the server's default (e.g., IST, EST, etc.).
2.  Navigate to the ""Upcoming Contests"" page.
3.  Observe that the times displayed do not match the correct local start times for the events.

### Possible Solution

This can likely be solved on the front-end by using a JavaScript library like `date-fns`, `moment.js`, or the native `Intl.DateTimeFormat` API to parse the incoming date string and format it for the user's locale.",
OpenLake/canonforces,114,"[HACKTOBERFEST] Style: Improvement of font size ,spacing and structure of upcoming contests
## ✨ Current Style Issue
<!-- Example: ""The navbar text feels too small on mobile"" -->
**Problem:** Inconsistent spacing and display of contests 

**Location:** /pages/contests-list.tsx ,

---

## 💡 Proposed Style Changes
<!-- Clearly describe what you want to improve -->
**Suggested Changes:** Reduce the font size of the heading and make a flexible display of contests (not in a single column) and make the spacing consistent 
**Technical Notes:** [Tailwind classes, JSX components, responsive breakpoints, CSS variables]

<img width=""1964"" height=""1329"" alt=""Image"" src=""https://github.com/user-attachments/assets/0fac4677-77fe-4803-904b-d52f1e1feb51"" />

---



## 📐 Mockups & Visual References
<!-- Add visuals if possible -->
- [ ] Attach a screenshot  after desired changes
---


## 🛠️ Implementation Details
<!-- Technical considerations for implementation -->
- **Complexity:** [Simple]
- **Files to Modify:** [ /pages/contests-list.tsx, /styles/contestsList, /common/components/UpcomingContests/UpcomingContests.tsx]
---

## 💬 Community & Support
Need help discussing design ideas or want to collaborate on the design?  
Join our Discord 👉 [CanonForces Discord](https://discord.gg/4YnYtVeF)

---

**💡 Tip:** Great design improves user experience and makes the app more professional!",72,"[HACKTOBERFEST] Increase and Randomize User Suggestions in Sidebar
# [Enhancement] Improve ""Suggestion for you"" Sidebar Functionality

### Description

The current ""Suggestion for you"" sidebar is a great feature but could be enhanced to improve user discovery and engagement. This issue proposes two key improvements: increasing the number of suggestions and making the list dynamic.

### Current Behavior

- The sidebar currently displays a list of only 4 user suggestions.
- The list of users appears to be static and does not change on page refresh or subsequent visits.

<img width=""40%"" alt=""Image"" src=""https://github.com/user-attachments/assets/ccc21e42-5ef5-43a8-a83d-86e7f69cb17d"" />

### Expected Behavior

- The sidebar should display a slightly larger number of users to provide more options.
- The list of suggested users should be dynamic, showing a different set of users each time the component is loaded.

### Acceptance Criteria

- [ ] Increase the number of suggestions shown in the sidebar to 5 or 6.
- [ ] Implement logic to randomize or refresh the list of suggested users on each page load.
- [ ] Ensure the new implementation does not negatively impact page load performance.",
